University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems? ,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,target
2021,Male,21,2019,BCSE,3rd,Yes,Yes,8-9 hours,2-3 times,Offline,Yes,Yes,1 hour,Intermediate,100%,No,No,No,Programming,3-4 hours,Software,In a relationship,Yes,Family,No,3.93,No,3.95,25,50k+,
2021,Male,21,2019,BCSE,3rd,Yes,Yes,1,1,Online,Yes,Yes,2,Intermediate,85%,No,No,No,Programming,2,Data Science,Single,Yes,Family,Yes,3.86,No,3.84,24,50000 BDT,
2022,Male,20,2020,BCSE,3rd,No,Yes,4,2,Offline,Yes,Yes,2,Intermediate,100,Yes,No,No,Programming,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Family,No,2.93,No,2.84,26,30000,
2021,Male,20,2020,BCSE,4th,Yes,No,5 but holiday 10,3/4 ,Online,Yes,Yes,Maximum 1 hour,Intermediate,80%,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.06,No,3.08,36,6000/7000,
2022,Female,21,2019,BCSE,1,Yes,Yes,2,1,Offline,Yes,Yes,7,Advance,100%,No,No,Yes,Cyber security,0,"Software, NETWORKING",Single,No,Family,No,,No,,0,50000,
2020,Female,21,2018,BCSE,8th,Yes,Yes,I don't study regularly ,0 times,Offline,Yes,Yes,All the time,Intermediate,100% Attendance ,No,No,Yes,Programming,4,Software,Single,No,Family,No,3.92,No,3.94,60,50000,
2021,Male,21,2019,BCSE,3rd,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,98%,No,No,No,"Programming, Web development skill(Frontend)",1,Software,Single,Yes,Family,No,3.17,No,3.53,25,30000,
2022,Female,20,2020,BCSE,Summer 2022,Yes,Yes,1-3 hours,1/2 times,Offline,Yes,Yes,Don't know,Basic,95%,No,No,No,Programming,1,Software,Single,No,Family,No,3.63,No,Not yet,11 credit,35000+,
2021,Male,20,2020,BCSE,3,Yes,No,8,2,Offline,Yes,Yes,2,Intermediate,98‰,No,No,Yes,Programming,2,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,No,3.98,No,3.86,23,20000,
2021,Female,21,2020,BCSE,4th,No,Yes,6hour,1 time day,Offline,Yes,No,2 hour,Intermediate,97%,Yes,No,Yes,Programming,"3 hour
",Software,Single,Yes,Family,No,3.39,No,2.8,20,40000,
2021,Female,18,2020,BCSE,2nd,Yes,No,2 hour,2hour,Online,Yes,No,3 hour,Intermediate,90%,No,No,No,Programming,C,Software,Engaged,No,Bachelor,Yes,3.68,No,No,11,40000,
2022,Male,21,2019,BCSE,2nd ,Yes,No,5 hours ,3 times ,Offline,Yes,Yes,4 hours ,Basic,90,Yes,No,Yes,Programming,3 hours ,Software,Single,Yes,Bachelor,No,3.83,No,3.83,11,20000,
2020,Male,22,2019,BCSE,8th semester,No,No,3 hours,1,Offline,Yes,Yes,4 hours,Intermediate,100%,No,No,Yes,Programming,2 hours,"Software, Hardware, Machine Learning / Deep Learning",Single,No,Bachelor,No,3.64,No,3.74,87,50000+,
2021,Male,20,2020,BCSE,3rd semester (summer-2022),Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,100%,No,No,Yes,Programming,1,Cyber security ,Single,No,Family,No,2.96,No,3.38,25,25000,
fall 2020,Male,22,2019,BCSE,6th,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,100%,Yes,No,Yes,Programming,2,"Software, NETWORKING, Machine Learning / Deep Learning",Single,Yes,Bachelor,No,2.25,No,3.something ,60,20000BDT,
2020,Male,19,2020,BCSE,2nd,Yes,,5,1/2,Offline,Yes,Yes,2-3,Intermediate,100%,No,No,No,Programming,2,Data Science,Single,Yes,Bachelor,Yes,3.8,No,3.8,11,20000,
2021,Female,20,2018,BCSE,3rd ,Yes,Yes,1,2,Online,Yes,Yes,5,Intermediate,90%,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.49,No,3.5,23,30000 BDT,
2021,Male,21,Diploma (2021),BCSE,3rd,Yes,Yes,2-3,1-2,Offline,Yes,Yes,2,Intermediate,60%,No,No,No,Programming,1,"Software, Artificial Intelligence",Single,No,Family,No,2.11,No,3,26,50000,
2021,Male,20,2020,BCSE,Second ,Yes,No,2-3hour,1-2 ,Offline,Yes,Yes,Maximum ,Intermediate,99%,Yes,Yes,Yes,Programming,1hour,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,No,Family,No,3.42,No,3.42,11,I.e 20000 BDT,
2020,Female,23,Diploma  2019,BCSE,Seven,Yes,No,5,2,Offline,Yes,Yes,6,Intermediate,99%,No,No,Yes,Basic knowledge  of all skills,2,NETWORKING,Engaged,Yes,Bachelor,Yes,3.96,No,3.93,76,12500/-,
2018,Male,23,2017,BCSE,12,No,Yes,7,3,Offline,Yes,Yes,2-3,Intermediate,90%,Yes,No,Yes,Web development skill(Frontend),4,Software,Single,No,Bachelor,No,2.86,No,3.26,125,15000,
2022,Male,21,2020,BCSE,2nd,No,No,5 hour,3 times,Offline,Yes,No,4hour,Basic,60%,Yes,No,Yes,Programming,1 hour,Software,Single,No,Bachelor,No,0.5,No,0,2,5000,
2022,Female,20,2020,BCSE,Summer,No,No,5,2,Offline,Yes,Yes,3,Intermediate,98 percent,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.5,No,3.5,11,20000,
2022,Male,20,2020,BCSE,2nd,Yes,No,1 hour,2,Offline,Yes,Yes,2 hour,Basic,90  percentage ,No,No,No,Programming,30minit,Software,Single,No,Family,No,2.52,No,00,12,50000 taka,
2021,Male,21,2019,BCSE,3rd,No,Yes,4-5,1-2,Offline,Yes,Yes,2,Intermediate,98%,No,No,No,Programming,3,Full stack web development,Single,No,Family,No,3.72,No,3.71,25,around 60k,
2019,Female,22,2018,BCSE,11,Yes,No,5,2,Online,Yes,Yes,2,Intermediate,95%,No,No,Yes,System analysis ,1,Hardware,In a relationship,Yes,Family,No,2.8,No,3.35,120,68000 BDT,
2020,Female,21,2019,BCSE,6,Yes,No,3-4,2,Offline,Yes,Yes,2,Intermediate,99,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.98,No,3.99,58,40000 BDT,
2021,Male,20,2019,BCSE,3rd,No,No,4-5hours,2-3times,Offline,Yes,Yes,3 hours,Intermediate,Almost 100%,No,No,No,Programming,2 hour,"Software, NETWORKING, Artificial Intelligence, Data Science",Single,,Bachelor,Yes,3.68,No,3.61,24,40000,
2021,Male,21,2019,BCSE,3rd,Yes,No,1 hour(sometimes less than that),1,Offline,Yes,Yes,5-6 hours,Intermediate,90,No,No,No,Programming,1,Software,Single,No,Family,Yes,3.03,No,2.94,25,50000,
2019,Female,22,2017,BCSE,11th,No,No,3,2/3,Offline,Yes,Yes,4,Intermediate,95%,No,No,Yes,Web development skill(Frontend),1,Machine Learning / Deep Learning,Single,No,Family,Yes,3.34,No,3.18,120+,40000,
2021,Female,21,2020,BCSE,2 nd,Yes,Yes,8 hour,2 times ,Offline,Yes,Yes,2 hour,Basic,100,No,No,Yes,Software  Development skill,1 hour,Software,Single,Yes,Family,No,3.39,No,3.39,12,50k,
2019,Female,23,2018,BCSE,11,No,Yes,3-4,2 times ,Offline,Yes,Yes,3-4,Intermediate,96-97%,No,No,Yes,Web development skill(Frontend),1/2 hour,"Software, Hardware, NETWORKING",Single,No,Family,No,3.78,No,3.55,141,15000-18000,
2019,Male,24,2019,BCSE,5th semester ,No,Yes,2 hours ,2 times,Offline,Yes,Yes,8 houre,Basic,100% class attendence ,Yes,No,Yes,Programming,5 to 8 houre ,Creating a game using a program language ,Single,No,Family,No,1.05,No,2.97,42,Not sure exactly ,
2021,Female,20,2020,BCSE,3rd semester ,No,No,2-3hour,3-4 hour,Offline,Yes,Yes,4-5 hour,Basic,85%,Yes,No,No,Programming,2 hour,NETWORKING,Single,No,Bachelor,No,2.06,No,2.2,23,"25,000",
2022,Female,20,2020,BCSE,2nd,Yes,No,3,1,Offline,Yes,Yes,3/4,Basic,95%,No,No,No,Programming,2,"Software, Artificial Intelligence",Single,No,Family,No,3.67,No,I'm just in 2nd semester ,11,45000BDT,
2021,Female,19,2020,BCSE,2nd semester ,No,Yes,5 hours,8 hours,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,No,Programming,3 hours ,Artificial Intelligence,Single,Yes,Family,No,3.78,No,0,11,"40,000",
2020,Female,20,2019,BCSE,Summer 2022,Yes,No,1hour,1-2 hour,Online,Yes,Yes,1/2-1hours,Intermediate,70-80%,Yes,No,No,No skills ,1h,Machine Learning / Deep Learning,In a relationship,Yes,Family,Yes,1.63,No,2.61,79,60000 BTD,
2021,Male,21,2020,BCSE,3rd,Yes,No,2,1,Offline,Yes,Yes,6,Basic,70%,No,No,Yes,Programming,2,UI/UX,Single,Yes,Bachelor,No,3.17,No,3.39,22,40000,
2021,Female,20,2019,BCSE,3rd,No,Yes,2-4 hours,1,Offline,Yes,Yes,2-4Hours (probably) ,Intermediate,100%,No,No,No,Memorizing ,2-3 hours,"Data Science, BCS",Single,No,Family,Yes,3.82,No,3.91,23,100000,
2022,Male,22,2020,BCSE,2nd,No,No,Under of 2 hour maybe,One Time,Offline,Yes,No,More than 4 hours ,Basic,100%,No,No,Yes,Nothing ,Not at all,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Bachelor,No,2.55,No,2.55,11,"Under of 40,000 BDT",
2021,Male,22,2019,BCSE,3rd,Yes,Yes,2 hours,3 hoirs,Online,Yes,Yes,2 hours,Intermediate,92%,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.79,No,3.89,23,35000 BDT,
2022,Male,20,2020,BCSE,First ,Yes,No,2,1,Offline,Yes,No,3,Basic,99,No,No,No,Programming,0,"Software, Data Science",In a relationship,Yes,Bachelor,No,5,No,4,10,20000,
2019,Female,23,2017,BCSE,11,No,Yes,3-5,2,Offline,Yes,Yes,2-3,Intermediate,85%,No,No,Yes,Web development skill(Frontend),2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,3.76,No,3.62,120,33000 BDT,
2020,Male,21,2019,BCSE,8th,Yes,No,5 hour.,3/4 times.,Offline,Yes,Yes,4 hour.,Basic,100%,No,No,Yes,"Programming, Web development skill(Frontend)",2 hour.,"Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,Yes,3.74,No,3.91,88,15000 BDT,
2022,Male,20,2020,BCSE,1st,Yes,No,1/2,1/2,Offline,Yes,Yes,2,Basic,98%,No,No,Yes,Trying to learn,1/2,"Software, NETWORKING, Artificial Intelligence",Single,Yes,Bachelor,No,1st semester so no sgpa yet,No,1st semester so no cgpa yet,1st semester,20000,
2022,Male,20,2019,BCSE,Summer 22 ,Yes,Yes,2,1,Offline,Yes,Yes,30 minutes ,Basic,99%,Yes,No,Yes,"Programming, Software  Development skill, Cyber security, 2D/3D animation, Grafix design ",2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,No,5,No,Don't know till now ,13,"20,000",
2021,Female,21,2020,BCSE,3rd,Yes,No,2-3,2-3,Offline,Yes,Yes,4-5,Intermediate,100%,No,No,No,Programming,1-2 hour,Software,Single,No,Family,No,3.38,No,3.2,23,45000-50000,
20208,Male,22,2018,BCSE,Six,No,No,5 hours ,Twice,Offline,Yes,No,3 hours ,Intermediate,90%,No,No,Yes,"Web development skill(Backend), Web development skill(Frontend)",3 hours ,"Software, Data Science",Single,No,Bachelor,No,3.98,No,3.97,58,70000 BDT,
2022,Male,22,2015,BCSE,2nd,Yes,No,2 hours ,2hours,Online,Yes,Yes,1hour,Basic,95%,Yes,No,Yes,Programming,1hour,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,Yes,2.1,No,2.1,14,25000,
2020,Female,21,2019,BCSE,8th,Yes,No,3,1,Offline,Yes,Yes,More than 5 hours ,Intermediate,80%,Yes,No,No,Web development skill(Frontend),1,Data Science,Single,Yes,Bachelor,No,2.72,No,2.25,62,Around 60000,
2021,Female,22,2020,BCSE,3rd,Yes,Yes,3-4,1,Offline,No,Yes,less,Advance,98%,No,No,Yes,Cyber security,3-4,Artificial Intelligence,Single,No,Family,Yes,3.3,Yes,3.39,23,50k,
2021,Male,21,2020,BCSE,Third,Yes,No,Around 4 hour,Once ,Offline,Yes,Yes,Around 2 hour,Advance,Nearly 100%,No,No,Yes,Programming,2-3 hour,Software,Single,No,Bachelor,No,4,No,3.72,23,Around 30000 BDT,
2022,Male,20,2019,BCSE,2nd,No,No,2 hour,2 times,Offline,Yes,Yes,3 hour,Basic,90%,No,Yes,Yes,Networking,2 hour,NETWORKING,Single,No,Bachelor,No,3.1,No,3.1,12,20000,
2021,Female,20,2019,BCSE,Third,Yes,No,1-2 hours,1 or 2 times,Offline,Yes,Yes,3-4 hours,Advance,90%,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,2.56,No,2.01,23,35000 BDT,
2020,Female,20,2020,BCSE,2nd,Yes,Yes,2-3,3-4 ,Offline,Yes,Yes,12-13,Intermediate,80%,No,No,No,Photography & videography,1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Engaged,Yes,Bachelor,Yes,3.21,No,3.21,12,"30,000",
2022,Female,19,2021,BCSE,1st semester ,Yes,Yes,6 hour,2 times ,Offline,Yes,Yes,2 hour,Intermediate,95%,No,No,No,Programming,2 hour,Software,Single,No,Family,No,1st semester ,No,1st semester ,0,70000,
2022,Male,19,2020,BCSE,Fall,No,No,04,2,Offline,Yes,No,02,Intermediate,75%,Yes,No,Yes,Programming,1,Software,Single,Yes,Family,Yes,3.38,No,3.38,14,15000,
2022,Female,19,2021,BCSE,1st,Yes,No,3 hours ,2 times,Offline,Yes,No,2 hour,Basic,90-95%,No,No,No,Programming,1 hour,"Software, Artificial Intelligence",Single,No,Family,No,Not yet,No,Not yet,11,50000,
2022,Male,21,2020,BCSE,2nd,No,No,1hr,1 or 2 ,Offline,Yes,Yes,4-5 hr,Basic,95%,Yes,No,Yes,Programming,1 -2 hr,"Software, NETWORKING, UI/UX",Single,Yes,Bachelor,No,3.9,No,3.9,11,30000,
2022,Male,20,2020,BCSE,Second,Yes,Yes,2,1,Offline,Yes,Yes,1,Intermediate,98%,No,No,Yes,Programming,1,"Software, NETWORKING",Single,No,Family,No,3.95,No,3.95,12,"50,000",
2022,Female,20,2020,BCSE,2nd semester ,Yes,Yes,3,2,Offline,Yes,Yes,3,Intermediate,100%,No,No,No,Programming,30min,Artificial Intelligence,Single,No,Family,No,3.03,No,3.03,12,90000+,
2018,Female,23,2017,BCSE,14th,No,Yes,7,1,Offline,Yes,Yes,5/6,Intermediate,60%,Yes,No,No,Cyber security,2,Artificial Intelligence,In a relationship,Yes,Bachelor,Yes,2.59,No,2.56,133,25000-28000,
2022,Male,20,2020,BCSE,First,Yes,No,3 hours,once a day,Offline,Yes,No,two hours,Advance,Nearly 100% ,No,No,Yes,Programming,2Hours,Software,Single,Yes,Bachelor,No,0,No,0,0,30000 BDT,
2021,Female,19,2020,BCSE,3d,Yes,Yes,5/6,2/3,Offline,Yes,Yes,4,Intermediate,99%,No,No,Yes,Programming,3,"Software, Hardware, NETWORKING, Data Science",Single,No,Family,No,3.45,No,3.295,25,25000 BDT,
2022,Male,20,2021,BCSE,2nd,No,Yes,1,1,Offline,Yes,No,4,Basic,85,No,No,No,Programming,1,Software,Single,Yes,Family,No,3.6,No,3.6,11,40000+,
2022,Female,20,2020,BCSE,2nd semester,No,No,6,6,Online,Yes,Yes,1,Basic,98,Yes,No,Yes,Web development skill(Backend),5,Software,Single,Yes,Bachelor,No,3.53,No,3.53,11,40000,
2020,Female,20,2019,BCSE,8th,Yes,No,3hour,2times,Offline,Yes,Yes,2 hour,Intermediate,99%,No,No,Yes,Programming,1hour,Machine Learning / Deep Learning,Single,Yes,Family,No,3.86,No,3.69,90,50000,
2022,Female,19,2020,BCSE,2nd,No,Yes,(3-4)hour,2/3 times ,Offline,Yes,Yes,4-5 hour,Advance,100%,No,No,Yes,Programming,2,Artificial Intelligence,Single,Yes,Family,No,3.48,No,2.4,11,25000,
2021,Male,21,2019,BCSE,5th Semester ,No,No,2 hour,1 time,Online,Yes,Yes,1 hour,Intermediate,98%,No,No,No,"Programming, SEO",6 hour,"Software, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science, Block Chain development ",Single,No,Bachelor,No,3.7,No,3.77,54,0 BDT,
2022,Female,20,2020,BCSE,2nd semester ,No,Yes,3hours,1 time,Offline,Yes,Yes,1 hour,Advance,100%,No,No,Yes,Programming,2 hours,Software,Single,No,Family,No,3.84,No,3.84,11,50000,
2020,Female,21,2019,BCSE,8 semester ,No,Yes,6-7 hours,2 times,Offline,Yes,Yes,2 hours ,Intermediate,100%,No,No,Yes,Web development skill(Backend),3 hours ,Software,Single,No,Family,No,3.4,No,3.29,85,50000-60000 BDT,
2022,Male,19,2020,BCSE,Summer,No,No,4,6,Offline,Yes,Yes,2,Basic,90%,No,No,No,Programming,1,Artificial Intelligence,In a relationship,No,Bachelor,No,3.43,No,3.43,14,24000,
2021,Female,21,2020,BCSE,2nd,Yes,No,12hr,4/5times,Offline,Yes,No,2hr,Intermediate,100%,No,No,Yes,Programming,12hr,Software,Single,Yes,Bachelor,No,3.7,No,3.7,11,30000BDT,
2020,Male,22,2019,BCSE,6th,No,Yes,4,3/4,Offline,Yes,Yes,4/5,Advance,85,No,No,Yes,Programming,2/3,Data Science,In a relationship,No,Family,No,3.02,No,3.2,70,20000,
2021,Male,20,2020,BCSE,3rd,No,Yes,2 to 3 hours,1(Night),Offline,Yes,Yes,3 to 4 hours,Basic,90%+,No,No,No,Web development skill(Backend),1 to 2 hours,Software,Single,No,Bachelor,No,3.48,No,2.98,23,20000 BDT,
2022,Male,20,2020,BCSE,2nd,Yes,No,3-4,3-4,Offline,Yes,Yes,2 hour,Advance,90%,No,No,Yes,Programming,2,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,3.53,No,3.53,13,40000,
2020,Female,19,2019,BCSE,8th,Yes,Yes,4,1,Offline,Yes,Yes,2,Advance,90%,No,No,No,Programming,3,Data Science,Single,No,Bachelor,No,3.06,No,3.41,87,30000,
2021,Male,20,2020,BCSE,2nd,No,No,2h,1/2,Offline,Yes,Yes,3h,Basic,100%,Yes,No,Yes,"Programming, Web development skill(Frontend), Networking",1h,"Software, Hardware, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,Dont have,No,3.9,11,20000,
2022,Female,20,2018,BCSE,1st semester ,No,No,2-3,2,Offline,Yes,No,4+,Intermediate,95%,No,No,Yes,Networking,0,Software,Single,No,Bachelor,Yes,1st,No,1st,0,50k,
2019,Female,20,2019,BCSE,9,No,Yes,3/4,3,Offline,Yes,Yes,1,Intermediate,99%,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",4,Software,Single,Yes,Family,No,3.19,No,3.37,101,40000,
2022,Female,21,2020,BCSE,2nd Semester ,No,No,4 hour,2 or 3,Online,Yes,Yes,2 hour,Basic,95%,Yes,No,Yes,Programming,4hour,"Software, Hardware",Single,Yes,Bachelor,Yes,2:69,No,2:69,11,30000,
2022,Female,22,2020,BCSE,Second semester ,Yes,No,4 hour,1,Offline,Yes,Yes,2 hour,Basic,98%,No,No,No,Programming,2 hour,Artificial Intelligence,Engaged,No,Bachelor,Yes,3.05,No,3.05,11,20,
2022,Female,21,2020,BCSE,1st,No,Yes,3/4,2,Offline,Yes,Yes,1 hour,Advance,99%,No,No,Yes,Programming,1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,4.5,No,4,75,80000,
2021,Female,20,2020,BCSE,2nd Semester ,Yes,No,4 hour,1 time in a day,Offline,Yes,Yes,3 hour,Intermediate,98%,No,No,Yes,Programming,3 to 4 hour,"Software, NETWORKING, Artificial Intelligence",Married,Yes,Family,No,3.75,No,0,11,"60,000",
2021,Male,22,2019,BCSE,2nd,Yes,No,3,3,Offline,Yes,Yes,2hour,Intermediate,90%,No,No,No,"Programming, Web development skill(Frontend)",4hour,Software,In a relationship,No,Bachelor,No,3.33,No,3.33,12,20000,
2021,Male,20,2020,BCSE,3,Yes,No,4,1,Online,Yes,Yes,1.5,Basic,80,Yes,No,Yes,"Programming, Web development skill(Frontend)",2,NETWORKING,Single,Yes,Bachelor,No,2.81,Yes,2.81,35,40000,
2022,Male,21,2019,BCSE,2nd,Yes,No,3,3,Offline,Yes,Yes,4,Intermediate,90%,Yes,No,Yes,data entry,00,Software,Single,Yes,Bachelor,Yes,2.18,No,2.08,11,35000,
2022,Male,21,2020,BCSE,1st,No,Yes,4,4,Offline,Yes,Yes,1,Intermediate,100%,No,No,Yes,Communicate with others.,2,"Software, Hardware, NETWORKING",Single,,Family,No,Not yet,No,Not yet,0,30000,
2020,Male,23,2018,BCSE,8TH,No,Yes,00,Multiple,Offline,Yes,No,3-4 hours,Intermediate,70%,No,No,No,"Web development skill(Backend), Web development skill(Frontend)",6,Software,Single,No,Family,No,3.7,No,3.75,70,20000,
2018,Female,24,2016,BCSE,13,No,No,2hrs,1time ,Online,Yes,Yes,1/2hrs,Intermediate,90%,No,No,Yes,Networking,1/2hrs,"Hardware, NETWORKING, Data Science, Graphics design ",Engaged,No,Bachelor,Yes,3.62,No,3,140,Not exact,
2022,Male,20,2020,BCSE,3rd,No,Yes,2.5-3 hours,2,Offline,Yes,Yes,Many hours,Basic,85-90%,No,No,Yes,Programming,1h,"Software, NETWORKING, Machine Learning / Deep Learning, Data Science",Single,,Family,Yes,3.18,Yes,3.18,11,35000,
2022,Female,21,2020,BCSE,Summer 2022,Yes,Yes,3,2,Online,Yes,No,8,Basic,98%,No,No,No,Programming,1,"Software, Machine Learning / Deep Learning, UI/UX, Data Science",Single,Yes,Family,Yes,3.55,Yes,3.59,11,1lakh,
2020,Male,23,2020,BCSE,3rd,Yes,No,4,2,Offline,Yes,Yes,2,Basic,100%,No,No,No,"Programming, Web development skill(Frontend), Graphic Design",6,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,No,3.58,No,3.75,23,15000,
2022,Male,22,2020,BCSE,2,Yes,No,2,1,Offline,Yes,Yes,8,Basic,90,No,No,No,Programming,3,Software,Single,No,Bachelor,Yes,3.88,No,3.88,12,10000,
2022,Male,20,2020,BCSE,2nd,Yes,No,2 hours ,1 time ,Offline,Yes,Yes,10 hours ,Basic,90%,No,No,No,Programming,3 hours,Software,Single,No,Bachelor,No,3,No,3,12,"30,000 BDT",
2022,Male,20,2020,BCSE,2nd,Yes,No,4 to 6 hours,2 times probably ,Offline,Yes,Yes,1 or 2,Intermediate,95%,No,Yes,Yes,"Programming, Software  Development skill, Cyber security",2,"Software, NETWORKING",Single,Yes,Bachelor,No,4,No,4,11,40000 BDT,
2022,Male,22,2016,BCSE,2nd semester (summer 22),Yes,Yes,2 hours,2 hours,Online,Yes,Yes,1hours,Basic,80%,No,No,Yes,"Programming, Php",3hours,"NETWORKING, UI/UX",In a relationship,Yes,Family,No,3.97,No,3.97,11,30000,
2021,Male,22,2020,BCSE,3,Yes,Yes,3,2,Online,Yes,Yes,1,Intermediate,75,No,No,Yes,Programming,2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,No,3.79,No,3.69,25,100000,
2019,Male,22,2018,BCSE,11,No,No,6-7 hours,2 times,Offline,Yes,Yes,2-3 hours,Intermediate,90%,Yes,No,Yes,"Web development skill(Backend), Web development skill(Frontend)",Now only 1-2 hours,Software,In a relationship,No,Bachelor,No,2.96,No,2.89,111,Average>50000 ,
2021,Male,21,2020,BCSE,5th semester ,Yes,No, 5 hours per day  ,"Basically, I seat for study at night. But when I get free time , In that time I seat for study. So Two times i seat for study.",Offline,No,Yes,2 hours (  probably ) ,Intermediate,"I missed only one class. In that time, I was so sick. ",No,No,Yes,"Programming, Software  Development skill, Web development skill(Frontend)",3 hours ,Software,Single,Yes,Bachelor,Yes,3.77,No,3.86,49,30000,
2019,Male,25,2017(Diploma in Engineering),BCSE,11,No,No,1 or 2,1 or 2,Offline,Yes,Yes,1 hour,Intermediate,90%,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",4 to 5,"Software, Artificial Intelligence",Single,No,Family,No,3.44,No,3.48,124,50000,
2022,Male,19,2021,BCSE,Summer 22,Yes,No,4,3,Offline,Yes,Yes,3,Advance,100%,No,No,Yes,Web development skill(Backend),1,Software,Single,No,Bachelor,Yes,First semester ,No,First semester ,First semester ,40000,
2021,Female,21,2019,BCSE,3,Yes,Yes,2,2,Online,Yes,Yes,2/3hours,Intermediate,85%,No,No,Yes,Programming,1hour,"Software, Machine Learning / Deep Learning",Single,No,Family,No,3.56,No,3.66,23,25000,
2020,Male,19,2019,BCSE,2nd,Yes,Yes,3,2,Offline,Yes,Yes,1,Basic,100%,No,No,Yes,Programming,1 hour,Software,Single,No,Family,No,3.56,No,3.56,12,40000,
2021,Female,22,2020,BCSE,summer 2022,Yes,Yes,5 hours,2,Offline,Yes,Yes,2,Intermediate,Regular,No,No,Yes,Programming,3 hour,Software,Single,Yes,Family,No,"2,48",No,"2,74",23,35000,
2022,Female,20,2020,BCSE,First ,Yes,Yes,"I don't have time to study at home. I go to varsity in the morning and come back again at 8 p.m. Then I am very tired, after some time I go to sleep.I don't read everyday.",2,Online,Yes,Yes,I spend a lot of time on social media. But talk less with others. I am active on social media for no reason.,Basic,97%,No,No,No,still learning. i completed html and css . now i learning c language. ,Not every day. I try to spend 3 hours in a week in my free time.,"Software, Hardware, Artificial Intelligence, UI/UX, Data Science, Web development, ",Single,No,Family,Yes,(first semester running),Yes,(first semester running),0,Under 35000 BDT,
2022,Male,20,2020,BCSE,2nd,Yes,Yes,1,1,Online,Yes,Yes,5,Basic,80%,Yes,No,No,,0,Software,Single,No,Family,No,3.25,No,3.2,11,40000,
